code;description;type;manufacturer;standard
P2222; NOx Sensor Heater Sense Circ Range/Perf Bank2 ;common;common;ESOBD
P2223; NOx Sensor Heater Sense Circ Low Bank2 ;common;common;ESOBD
P2224; NOx Sensor Heater Sense Circ High Bank2 ;common;common;ESOBD
P2225; NOx Sensor Heater Sense Circ Interm Bank2 ;common;common;ESOBD
P2226; Barometric Press Circ ;common;common;ESOBD
P2227; Barometric Press Circ Range/Perf ;common;common;ESOBD
P2228; Barometric Press Circ Low ;common;common;ESOBD
P2229; Barometric Press Circ High ;common;common;ESOBD
P2230; Barometric Press Circ Interm ;common;common;ESOBD
P2231; O2 Sensor Signal Circ Shorted to Heater Circ Bank1 Sensor 1 ;common;common;ESOBD
P2232; O2 Sensor Signal Circ Shorted to Heater Circ Bank1 Sensor 2 ;common;common;ESOBD
P2233; O2 Sensor Signal Circ Shorted to Heater Circ Bank1 Sensor 3 ;common;common;ESOBD
P2234; O2 Sensor Signal Circ Shorted to Heater Circ Bank2 Sensor 1 ;common;common;ESOBD
P2235; O2 Sensor Signal Circ Shorted to Heater Circ Bank2 Sensor 2 ;common;common;ESOBD
P2236; O2 Sensor Signal Circ Shorted to Heater Circ Bank2 Sensor 3 ;common;common;ESOBD
P2237; O2 Sensor Positive Current Ctrl Circ/Open Bank1 Sensor 1 ;common;common;ESOBD
P2238; O2 Sensor Positive Current Ctrl Circ Low Bank1 Sensor 1 ;common;common;ESOBD
P2239; O2 Sensor Positive Current Ctrl Circ High Bank1 Sensor 1 ;common;common;ESOBD
P2240; O2 Sensor Positive Current Ctrl Circ/Open Bank2 Sensor 1 ;common;common;ESOBD
P2241; O2 Sensor Positive Current Ctrl Circ Low Bank2 Sensor 1 ;common;common;ESOBD
P2242; O2 Sensor Positive Current Ctrl Circ High Bank2 Sensor 1 ;common;common;ESOBD
P2243; O2 Sensor Ref Voltage Circ/Open Bank1 Sensor 1 ;common;common;ESOBD
P2244; O2 Sensor Ref Voltage Perf Bank1 Sensor 1 ;common;common;ESOBD
P2245; O2 Sensor Ref Voltage Circ Low Bank1 Sensor 1 ;common;common;ESOBD
P2246; O2 Sensor Ref Voltage Circ High Bank1 Sensor 1 ;common;common;ESOBD
P2247; O2 Sensor Ref Voltage Circ/Open Bank2 Sensor 1 ;common;common;ESOBD
P2248; O2 Sensor Ref Voltage Perf Bank2 Sensor 1 ;common;common;ESOBD
P2249; O2 Sensor Ref Voltage Circ Low Bank2 Sensor 1 ;common;common;ESOBD
P2250; O2 Sensor Ref Voltage Circ High Bank2 Sensor 1 ;common;common;ESOBD
P2251; O2 Sensor Negative Current Ctrl Circ/Open Bank1 Sensor 1 ;common;common;ESOBD
P2252; O2 Sensor Negative Current Ctrl Circ Low Bank1 Sensor 1 ;common;common;ESOBD
P2253; O2 Sensor Negative Current Ctrl Circ High Bank1 Sensor 1 ;common;common;ESOBD
P2254; O2 Sensor Negative Current Ctrl Circ/Open Bank2 Sensor 1 ;common;common;ESOBD
P2255; O2 Sensor Negative Current Ctrl Circ Low Bank2 Sensor 1 ;common;common;ESOBD
P2256; O2 Sensor Negative Current Ctrl Circ High Bank2 Sensor 1 ;common;common;ESOBD
P2257; Sec Air Inj Sys Ctrl A Circ Low ;common;common;ESOBD
P2258; Sec Air Inj Sys Ctrl A Circ High ;common;common;ESOBD
P2259; Sec Air Inj Sys Ctrl B Circ Low ;common;common;ESOBD
P2260; Sec Air Inj Sys Ctrl B Circ High ;common;common;ESOBD
P2261; T/S Charger Bypass Valve-Mechanical ;common;common;ESOBD
P2262; Turbo Boost Press Not Detected-Mechanical ;common;common;ESOBD
P2263; T/S Charger Boost Sys Perf ;common;common;ESOBD
P2264; Water in Fuel Sensor Circ ;common;common;ESOBD
P2265; Water in Fuel Sensor Circ Range/Perf ;common;common;ESOBD
P2266; Water in Fuel Sensor Circ Low ;common;common;ESOBD
P2267; Water in Fuel Sensor Circ High ;common;common;ESOBD
P2268; Water in Fuel Sensor Circ Interm ;common;common;ESOBD
P2269; Water in Fuel Condition ;common;common;ESOBD
P2270; O2 Sensor Signal Stuck Lean Bank 1 Sensor 2 ;common;common;ESOBD
P2271; O2 Sensor Signal Stuck Rich Bank 1 Sensor 2 ;common;common;ESOBD
P2272; O2 Sensor Signal Stuck Lean Bank 2 Sensor 2 ;common;common;ESOBD
P2273; O2 Sensor Signal Stuck Rich Bank 2 Sensor 2 ;common;common;ESOBD
P2274; O2 Sensor Signal Stuck Lean Bank 1 Sensor 3 ;common;common;ESOBD
P2275; O2 Sensor Signal Stuck Rich Bank 1 Sensor 3 ;common;common;ESOBD
P2276; O2 Sensor Signal Stuck Lean Bank 2 Sensor 3 ;common;common;ESOBD
P2277; O2 Sensor Signal Stuck Rich Bank 2 Sensor 3 ;common;common;ESOBD
P2278; O2 Sensor Signals Swapped Bank 1 Sensor 3 / Bank 2 Sensor 3 ;common;common;ESOBD
P2279; Intake Air Sys Leak ;common;common;ESOBD
P2280; Air Flow Restriction / Air Leak Between Air Filter and MAF ;common;common;ESOBD
P2281; Air Leak Between MAF and Throttle Body ;common;common;ESOBD
P2282; Air Leak Between Throttle Body and Intake Valves ;common;common;ESOBD
P2283; Injector Ctrl Press Sensor Circ ;common;common;ESOBD
P2284; Injector Ctrl Press Sensor Circ Range/Perf ;common;common;ESOBD
P2285; Injector Ctrl Press Sensor Circ Low ;common;common;ESOBD
P2286; Injector Ctrl Press Sensor Circ High ;common;common;ESOBD
P2287; Injector Ctrl Press Sensor Circ Interm ;common;common;ESOBD
P2288; Injector Ctrl Press Too High ;common;common;ESOBD
P2289; Injector Ctrl Press Too High-Engine Off ;common;common;ESOBD
P2290; Injector Ctrl Press Too Low ;common;common;ESOBD
P2291; Injector Ctrl Press Too Low-Engine Cranking ;common;common;ESOBD
P2292; Injector Ctrl Press Erratic ;common;common;ESOBD
P2293; Fuel Press Reg 2 Perf ;common;common;ESOBD
P2294; Fuel Press Reg 2 Ctrl Circ ;common;common;ESOBD
P2295; Fuel Press Reg 2 Ctrl Circ Low ;common;common;ESOBD
P2296; Fuel Press Reg 2 Ctrl Circ High ;common;common;ESOBD
P2297; O2 Sensor Out of Range During Deceleration Bank1 Sensor 1 ;common;common;ESOBD
P2298; O2 Sensor Out of Range During Deceleration Bank2 Sensor 1 ;common;common;ESOBD
P2299; Brake Pedal Pos / Accelerator Pedal Pos Incompatible ;common;common;ESOBD
P2300; Ignition Coil A Pri Ctrl Circ Low ;common;common;ESOBD
P2301; Ignition Coil A Pri Ctrl Circ High ;common;common;ESOBD
P2302; Ignition Coil A Sec Circ ;common;common;ESOBD
P2303; Ignition Coil B Pri Ctrl Circ Low ;common;common;ESOBD
P2304; Ignition Coil B Pri Ctrl Circ High ;common;common;ESOBD
P2305; Ignition Coil B Sec Circ ;common;common;ESOBD
P2306; Ignition Coil C Pri Ctrl Circ Low ;common;common;ESOBD
P2307; Ignition Coil C Pri Ctrl Circ High ;common;common;ESOBD
P2308; Ignition Coil C Sec Circ ;common;common;ESOBD
P2309; Ignition Coil D Pri Ctrl Circ Low ;common;common;ESOBD
P2310; Ignition Coil D Pri Ctrl Circ High ;common;common;ESOBD
P2311; Ignition Coil D Sec Circ ;common;common;ESOBD
P2312; Ignition Coil E Pri Ctrl Circ Low ;common;common;ESOBD
P2313; Ignition Coil E Pri Ctrl Circ High ;common;common;ESOBD
P2314; Ignition Coil E Sec Circ ;common;common;ESOBD
P2315; Ignition Coil F Pri Ctrl Circ Low ;common;common;ESOBD
P2316; Ignition Coil F Pri Ctrl Circ High ;common;common;ESOBD
P2317; Ignition Coil F Sec Circ ;common;common;ESOBD
P2318; Ignition Coil G Pri Ctrl Circ Low ;common;common;ESOBD
P2319; Ignition Coil G Pri Ctrl Circ High ;common;common;ESOBD
P2320; Ignition Coil G Sec Circ ;common;common;ESOBD
P2321; Ignition Coil H Pri Ctrl Circ Low ;common;common;ESOBD
P2322; Ignition Coil H Pri Ctrl Circ High ;common;common;ESOBD
P2323; Ignition Coil H Sec Circ ;common;common;ESOBD
P2324; Ignition Coil I Pri Ctrl Circ Low ;common;common;ESOBD
P2325; Ignition Coil I Pri Ctrl Circ High ;common;common;ESOBD
P2326; Ignition Coil I Sec Circ ;common;common;ESOBD
P2327; Ignition Coil J Pri Ctrl Circ Low ;common;common;ESOBD
P2328; Ignition Coil J Pri Ctrl Circ High ;common;common;ESOBD
P2329; Ignition Coil J Sec Circ ;common;common;ESOBD
P2330; Ignition Coil K Pri Ctrl Circ Low ;common;common;ESOBD
P2331; Ignition Coil K Pri Ctrl Circ High ;common;common;ESOBD
P2332; Ignition Coil K Sec Circ ;common;common;ESOBD
P2333; Ignition Coil L Pri Ctrl Circ Low ;common;common;ESOBD
P2334; Ignition Coil L Pri Ctrl Circ High ;common;common;ESOBD
P2335; Ignition Coil L Sec Circ ;common;common;ESOBD
P2336; Cylinder #1 Above Knock Threshold ;common;common;ESOBD
P2337; Cylinder #2 Above Knock Threshold ;common;common;ESOBD
P2338; Cylinder #3 Above Knock Threshold ;common;common;ESOBD
P2339; Cylinder #4 Above Knock Threshold ;common;common;ESOBD
P2340; Cylinder #5 Above Knock Threshold ;common;common;ESOBD
P2341; Cylinder #6 Above Knock Threshold ;common;common;ESOBD
P2342; Cylinder #7 Above Knock Threshold ;common;common;ESOBD
P2343; Cylinder #8 Above Knock Threshold ;common;common;ESOBD
P2344; Cylinder #9 Above Knock Threshold ;common;common;ESOBD
P2345; Cylinder #10 Above Knock Threshold ;common;common;ESOBD
P2346; Cylinder #11 Above Knock Threshold ;common;common;ESOBD
P2347; Cylinder #12 Above Knock Threshold ;common;common;ESOBD
P2400; EVAP Leak Detection Pump Ctrl Circ/Open ;common;common;ESOBD
P2401; EVAP Leak Detection Pump Ctrl Circ Low ;common;common;ESOBD
P2402; EVAP Leak Detection Pump Ctrl Circ High ;common;common;ESOBD
P2403; EVAP Leak Detection Pump Sense Circ/Open ;common;common;ESOBD
P2404; EVAP Leak Detection Pump Sense Circ Range/Perf ;common;common;ESOBD
P2405; EVAP Leak Detection Pump Sense Circ Low ;common;common;ESOBD
P2406; EVAP Leak Detection Pump Sense Circ High ;common;common;ESOBD
P2407; EVAP Leak Detection Pump Sense Circ Interm/Erratic ;common;common;ESOBD
P2408; Fuel Cap Sensor/Switch Circ ;common;common;ESOBD
P2409; Fuel Cap Sensor/Switch Circ Range/Perf ;common;common;ESOBD
P2410; Fuel Cap Sensor/Switch Circ Low ;common;common;ESOBD
P2411; Fuel Cap Sensor/Switch Circ High ;common;common;ESOBD
P2412; Fuel Cap Sensor/Switch Circ Interm/Erratic ;common;common;ESOBD
P2413; Exhaust Gas Recirculation Sys Perf ;common;common;ESOBD
P2414; O2 Sensor Exhaust Sample Error Bank1 Sensor 1 ;common;common;ESOBD
P2415; O2 Sensor Exhaust Sample Error Bank2 Sensor 1 ;common;common;ESOBD
P2416; O2 Sensor Signals Swapped Bank1 Sensor 2 / Bank1 Sensor 3 ;common;common;ESOBD
P2417; O2 Sensor Signals Swapped Bank2 Sensor 2 / Bank2 Sensor 3 ;common;common;ESOBD
P2418; EVAP Switching Valve Ctrl Circ /Open ;common;common;ESOBD
P2419; EVAP Switching Valve Ctrl Circ Low ;common;common;ESOBD
P2420; EVAP Switching Valve Ctrl Circ High ;common;common;ESOBD
P2421; EVAP Vent Valve Stuck Open ;common;common;ESOBD
P2422; EVAP Vent Valve Stuck Closed ;common;common;ESOBD
P2423; HC Adsorption Catalyst Efficiency Below Threshold Bank1 ;common;common;ESOBD
P2424; HC Adsorption Catalyst Efficiency Below Threshold Bank2 ;common;common;ESOBD
P2425; Exhaust Gas Recirculation Cooling Valve Ctrl Circ/Open ;common;common;ESOBD
P2426; Exhaust Gas Recirculation Cooling Valve Ctrl Circ Low ;common;common;ESOBD
P2427; Exhaust Gas Recirculation Cooling Valve Ctrl Circ High ;common;common;ESOBD
P2428; Exhaust Gas Temp Too High Bank1 ;common;common;ESOBD
P2429; Exhaust Gas Temp Too High Bank2 ;common;common;ESOBD
P2430; Sec Air Inj Sys Air Flow/Press Sensor Circ Bank1 ;common;common;ESOBD
P2431; Sec Air Inj Sys Air Flow/Press Sensor Circ Range/Perf Bank1 ;common;common;ESOBD
P2432; Sec Air Inj Sys Air Flow/Press Sensor Circ Low Bank1 ;common;common;ESOBD
P2433; Sec Air Inj Sys Air Flow/Press Sensor Circ High Bank1 ;common;common;ESOBD
P2434; Sec Air Inj Sys Air Flow/Press Sensor Circ Interm/Erratic Bank1 ;common;common;ESOBD
P2435; Sec Air Inj Sys Air Flow/Press Sensor Circ Bank2 ;common;common;ESOBD
P2436; Sec Air Inj Sys Air Flow/Press Sensor Circ Range/Perf Bank2 ;common;common;ESOBD
P2437; Sec Air Inj Sys Air Flow/Press Sensor Circ Low Bank2 ;common;common;ESOBD
P2438; Sec Air Inj Sys Air Flow/Press Sensor Circ High Bank2 ;common;common;ESOBD
P2439; Sec Air Inj Sys Air Flow/Press Sensor Circ Interm/Eratic Bank2 ;common;common;ESOBD
P2440; Sec Air Inj Sys Switching Valve Stuck Open Bank1 ;common;common;ESOBD
P2441; Sec Air Inj Sys Switching Valve Stuck Closed Bank1 ;common;common;ESOBD
P2442; Sec Air Inj Sys Switching Valve Stuck Open Bank2 ;common;common;ESOBD
P2443; Sec Air Inj Sys Switching Valve Stuck Closed Bank2 ;common;common;ESOBD
P2444; Sec Air Inj Sys Pump Stuck On Bank1 ;common;common;ESOBD
P2445; Sec Air Inj Sys Pump Stuck Off Bank1 ;common;common;ESOBD
P2446; Sec Air Inj Sys Pump Stuck On Bank2 ;common;common;ESOBD
P2447; Sec Air Inj Sys Pump Stuck Off Bank2 ;common;common;ESOBD
P2453; Particulate Matter Trap Differential Pressure Sensor Signal Performance ;common;common;ESOBD
P2455; DPF Differential Pressure Sensor Short to Voltage ;common;common;ESOBD
P2500; Generator Lamp/L-Terminal Circ Low ;common;common;ESOBD
P2501; Generator Lamp/L-Terminal Circ High ;common;common;ESOBD
P2502; Charging Sys Voltage ;common;common;ESOBD
P2503; Charging Sys Voltage Low ;common;common;ESOBD
P2504; Charging Sys Voltage High ;common;common;ESOBD
P2505; ECM/PCM Power Input Signal ;common;common;ESOBD
P2506; ECM/PCM Power Input Signal Range/Perf ;common;common;ESOBD
P2507; ECM/PCM Power Input Signal Low ;common;common;ESOBD
P2508; ECM/PCM Power Input Signal High ;common;common;ESOBD
P2509; ECM/PCM Power Input Signal Intermittent ;common;common;ESOBD
P2510; ECM/PCM Power Relay Sense Circ Range/Perf ;common;common;ESOBD
P2511; ECM/PCM Power Relay Sense Circ Interm ;common;common;ESOBD
P2512; Event Data Recorder Request Circ/ Open ;common;common;ESOBD
P2513; Event Data Recorder Request Circ Low ;common;common;ESOBD
P2514; Event Data Recorder Request Circ High ;common;common;ESOBD
P2515; A/C Refrigerant Press SensorB Circ ;common;common;ESOBD
P2516; A/C Refrigerant Press SensorB Circ Range/Perf ;common;common;ESOBD
P2517; A/C Refrigerant Press SensorB Circ Low ;common;common;ESOBD
P2518; A/C Refrigerant Press SensorB Circ High ;common;common;ESOBD
P2519; A/C Request A Circ ;common;common;ESOBD
P2520; A/C Request A Circ Low ;common;common;ESOBD
P2521; A/C Request A Circ High ;common;common;ESOBD
P2522; A/C Request B Circ ;common;common;ESOBD
P2523; A/C Request B Circ Low ;common;common;ESOBD
P2524; A/C Request B Circ High ;common;common;ESOBD
P2525; Vacuum Reservoir Press Sensor Circ ;common;common;ESOBD
P2526; Vacuum Reservoir Press Sensor Circ Range/Perf ;common;common;ESOBD
P2527; Vacuum Reservoir Press Sensor Circ Low ;common;common;ESOBD
P2528; Vacuum Reservoir Press Sensor Circ High ;common;common;ESOBD
P2529; Vacuum Reservoir Press Sensor Circ Interm ;common;common;ESOBD
P2530; Ignition Switch Run Pos Circ ;common;common;ESOBD
P2531; Ignition Switch Run Pos Circ Low ;common;common;ESOBD
P2532; Ignition Switch Run Pos Circ High ;common;common;ESOBD
P2533; Ignition Switch Run/Start Pos Circ ;common;common;ESOBD
P2534; Ignition Switch Run/Start Pos Circ Low ;common;common;ESOBD
P2535; Ignition Switch Run/Start Pos Circ High ;common;common;ESOBD
P2536; Ignition Switch Accessory Pos Circ ;common;common;ESOBD
P2537; Ignition Switch Accessory Pos Circ Low ;common;common;ESOBD
P2538; Ignition Switch Accessory Pos Circ High ;common;common;ESOBD
P2539; Low Press Fuel Sys Sensor Circ ;common;common;ESOBD
P2540; Low Press Fuel Sys Sensor Circ Range/Perf ;common;common;ESOBD
P2541; Low Press Fuel Sys Sensor Circ Low ;common;common;ESOBD
P2542; Low Press Fuel Sys Sensor Circ High ;common;common;ESOBD
P2543; Low Press Fuel Sys Sensor Circ Interm ;common;common;ESOBD
P2544; Torque Mgmt Request Input Signal A ;common;common;ESOBD
P2545; Torque Mgmt Request Input Signal A Range/Perf ;common;common;ESOBD
P2546; Torque Mgmt Request Input Signal A Low ;common;common;ESOBD
P2547; Torque Mgmt Request Input Signal A High ;common;common;ESOBD
P2548; Torque Mgmt Request Input Signal B ;common;common;ESOBD
P2549; Torque Mgmt Request Input Signal B Range/Perf ;common;common;ESOBD
P2550; Torque Mgmt Request Input Signal B Low ;common;common;ESOBD
P2551; Torque Mgmt Request Input Signal B High ;common;common;ESOBD
P2552; Throttle/Fuel Inhibit Circ ;common;common;ESOBD
P2553; Throttle/Fuel Inhibit Circ Range/Perf ;common;common;ESOBD
P2554; Throttle/Fuel Inhibit Circ Low ;common;common;ESOBD
P2555; Throttle/Fuel Inhibit Circ High ;common;common;ESOBD
P2556; Engine Coolant Level Sensor/Switch Circ ;common;common;ESOBD
P2557; Engine Coolant Level Sensor/Switch Circ Range/Perf ;common;common;ESOBD
P2558; Engine Coolant Level Sensor/Switch Circ Low ;common;common;ESOBD
P2559; Engine Coolant Level Sensor/Switch Circ High ;common;common;ESOBD
P2560; Engine Coolant Level Low ;common;common;ESOBD
P2561; A/C Ctrl Mod Requested MIL Illumination ;common;common;ESOBD
P2562; Turbocharger Boost Ctrl Pos Sensor Circ ;common;common;ESOBD
P2563; Turbocharger Boost Ctrl Pos Sensor Circ Range/Perf ;common;common;ESOBD
P2564; Turbocharger Boost Ctrl Pos Sensor Circ Low ;common;common;ESOBD
P2565; Turbocharger Boost Ctrl Pos Sensor Circ High ;common;common;ESOBD
P2566; Turbocharger Boost Ctrl Pos Sensor Circ Interm ;common;common;ESOBD
P2567; Direct Ozone Reduction Catalyst Temp Sensor Circ ;common;common;ESOBD
P2568; Direct Ozone Reduction Catalyst Temp Sensor Circ Range/Perf ;common;common;ESOBD
P2569; Direct Ozone Reduction Catalyst Temp Sensor Circ Low ;common;common;ESOBD
P2570; Direct Ozone Reduction Catalyst Temp Sensor Circ High ;common;common;ESOBD
P2571; Direct Ozone Reduction Catalyst Temp Sensor Circ Interm/Erratic4 ;common;common;ESOBD
P2572; Direct Ozone Reduction Catalyst Deterioration Sensor Circ4 ;common;common;ESOBD
P2573; Direct Ozone Reduction Catalyst Deterioration Sensor Circ Range/Perf4 ;common;common;ESOBD
P2574; Direct Ozone Reduction Catalyst Deterioration Sensor Circ Low4 ;common;common;ESOBD
P2575; Direct Ozone Reduction Catalyst Deterioration Sensor Circ High4 ;common;common;ESOBD
P2576; Direct Ozone Reduction Catalyst Deterioration Sensor Circ Interm/Erratic ;common;common;ESOBD
P2577; Direct Ozone Reduction Catalyst Efficiency Below Threshold ;common;common;ESOBD
P2600; Coolant Pump Ctrl Circ/Open ;common;common;ESOBD
P2601; Coolant Pump Ctrl Circ Range/Perf ;common;common;ESOBD
P2602; Coolant Pump Ctrl Circ Low ;common;common;ESOBD
P2603; Coolant Pump Ctrl Circ High ;common;common;ESOBD
P2604; Intake Air Heater A Circ Range/Perf ;common;common;ESOBD
P2605; Intake Air Heater A Circ/Open ;common;common;ESOBD
P2606; Intake Air Heater B Circ Range/Perf ;common;common;ESOBD
P2607; Intake Air Heater B Circ Low ;common;common;ESOBD
P2608; Intake Air Heater B Circ High ;common;common;ESOBD
P2609; Intake Air Heater Sys Perf ;common;common;ESOBD
P2610; ECM/PCM Internal Engine Off Timer Perf ;common;common;ESOBD
P2611; A/C Refrigerant Distribution Valve Ctrl Circ/Open ;common;common;ESOBD
P2612; A/C Refrigerant Distribution Valve Ctrl Circ Low ;common;common;ESOBD
P2613; A/C Refrigerant Distribution Valve Ctrl Circ High ;common;common;ESOBD
P2614; Camshaft Pos Signal Output Circ/Open ;common;common;ESOBD
P2615; Camshaft Pos Signal Output Circ Low ;common;common;ESOBD
P2616; Camshaft Pos Signal Output Circ High ;common;common;ESOBD
P2617; Crank Pos Signal Output Circ/Open ;common;common;ESOBD
P2618; Crank Pos Signal Output Circ Low ;common;common;ESOBD
P2619; Crank Pos Signal Output Circ High ;common;common;ESOBD
P2620; Throttle Pos Output Circ/Open ;common;common;ESOBD
P2621; Throttle Pos Output Circ Low ;common;common;ESOBD
P2622; Throttle Pos Output Circ High ;common;common;ESOBD
P2623; Injector Ctrl Press Reg Circ/Open ;common;common;ESOBD
P2624; Injector Ctrl Press Reg Circ Low ;common;common;ESOBD
P2625; Injector Ctrl Press Reg Circ High ;common;common;ESOBD
P2626; O2 Sensor Pumping Current Trim Circ/Open Bank1 Sensor 1 ;common;common;ESOBD
P2627; O2 Sensor Pumping Current Trim Circ Low Bank1 Sensor 1 ;common;common;ESOBD
P2628; O2 Sensor Pumping Current Trim Circ High Bank1 Sensor 1 ;common;common;ESOBD
P2629; O2 Sensor Pumping Current Trim Circ/Open Bank2 Sensor 1 ;common;common;ESOBD
P2630; O2 Sensor Pumping Current Trim Circ Low Bank2 Sensor 1 ;common;common;ESOBD
P2631; O2 Sensor Pumping Current Trim Circ High Bank2 Sensor 1 ;common;common;ESOBD
P2632; Fuel Pump B Ctrl Circ /Open ;common;common;ESOBD
P2633; Fuel Pump B Ctrl Circ Low ;common;common;ESOBD
P2634; Fuel Pump B Ctrl Circ High ;common;common;ESOBD
P2635; Fuel Pump A Low Flow / Perf ;common;common;ESOBD
P2636; Fuel Pump B Low Flow / Perf ;common;common;ESOBD
P2637; Torque Mgmt Feedback Signal A ;common;common;ESOBD
P2638; Torque Mgmt Feedback Signal A Range/Perf ;common;common;ESOBD
P2639; Torque Mgmt Feedback Signal A Low ;common;common;ESOBD
P2640; Torque Mgmt Feedback Signal A High ;common;common;ESOBD
P2641; Torque Mgmt Feedback Signal B ;common;common;ESOBD
P2642; Torque Mgmt Feedback Signal B Range/Perf ;common;common;ESOBD
P2643; Torque Mgmt Feedback Signal B Low ;common;common;ESOBD
P2644; Torque Mgmt Feedback Signal B High ;common;common;ESOBD
P2645; A Rocker Arm Actuator Ctrl Circ/Open Bank1 ;common;common;ESOBD
P2646; A Rocker Arm Actuator Sys Perf or Stuck Off Bank1 ;common;common;ESOBD
P2647; A Rocker Arm Actuator Sys Stuck On Bank1 ;common;common;ESOBD
P2648; A Rocker Arm Actuator Ctrl Circ Low Bank1 ;common;common;ESOBD
P2649; A Rocker Arm Actuator Ctrl Circ High Bank1 ;common;common;ESOBD
P2650; B Rocker Arm Actuator Ctrl Circ/Open Bank1 ;common;common;ESOBD
P2651; B Rocker Arm Actuator Sys Perf or Stuck Off Bank1 ;common;common;ESOBD
P2652; B Rocker Arm Actuator Sys Stuck On Bank1 ;common;common;ESOBD
P2653; B Rocker Arm Actuator Ctrl Circ Low Bank1 ;common;common;ESOBD
P2654; B Rocker Arm Actuator Ctrl Circ High Bank1 ;common;common;ESOBD
P2655; A Rocker Arm Actuator Ctrl Circ/Open Bank2 ;common;common;ESOBD
P2656; A Rocker Arm Actuator Sys Perf or Stuck Off Bank2 ;common;common;ESOBD
P2657; A Rocker Arm Actuator Sys Stuck On Bank2 ;common;common;ESOBD
P2658; A Rocker Arm Actuator Ctrl Circ Low Bank2 ;common;common;ESOBD
P2659; A Rocker Arm Actuator Ctrl Circ High Bank2 ;common;common;ESOBD
P2660; B Rocker Arm Actuator Ctrl Circ/Open Bank2 ;common;common;ESOBD
P2661; B Rocker Arm Actuator Sys Perf or Stuck Off Bank2 ;common;common;ESOBD
P2662; B Rocker Arm Actuator Sys Stuck On Bank2 ;common;common;ESOBD
P2663; B Rocker Arm Actuator Ctrl Circ Low Bank2 ;common;common;ESOBD
P2664; B Rocker Arm Actuator Ctrl Circ High Bank2 ;common;common;ESOBD
P2665; Fuel Shutoff Valve B Ctrl Circ/Open ;common;common;ESOBD
P2666; Fuel Shutoff Valve B Ctrl Circ Low ;common;common;ESOBD
P2667; Fuel Shutoff Valve B Ctrl Circ High ;common;common;ESOBD
P2668; Fuel Mode Indicator Lamp Ctrl Circ ;common;common;ESOBD
P2669; Actuator Supply Voltage B Circ /Open ;common;common;ESOBD
P2670; Actuator Supply Voltage B Circ Low ;common;common;ESOBD
P2671; Actuator Supply Voltage B Circ High ;common;common;ESOBD
P2700; Trans Friction Element A Apply Time Range/Perf ;common;common;ESOBD
P2701; Trans Friction Element B Apply Time Range/Perf ;common;common;ESOBD
P2702; Trans Friction Element C Apply Time Range/Perf ;common;common;ESOBD
P2703; Trans Friction Element D Apply Time Range/Perf ;common;common;ESOBD
P2704; Trans Friction Element E Apply Time Range/Perf ;common;common;ESOBD
P2705; Trans Friction Element F Apply Time Range/Perf ;common;common;ESOBD
P2706; Shift Solenoid F ;common;common;ESOBD
P2707; Shift Solenoid F Perf or Stuck Off ;common;common;ESOBD
P2708; Shift Solenoid F Stuck On ;common;common;ESOBD
P2709; Shift Solenoid F Electrical ;common;common;ESOBD
P2710; Shift Solenoid F Interm ;common;common;ESOBD
P2711; Unexpected Mechanical Gear Disengagement ;common;common;ESOBD
P2712; Hydraulic Power Unit Leakage ;common;common;ESOBD
P2713; Press Ctrl Solenoid D ;common;common;ESOBD
P2714; Press Ctrl Solenoid D Perf or Stuck Off ;common;common;ESOBD
P2715; Press Ctrl Solenoid D Stuck On ;common;common;ESOBD
P2716; Press Ctrl Solenoid D Electrical ;common;common;ESOBD
P2717; Press Ctrl Solenoid D Interm ;common;common;ESOBD
P2718; Press Ctrl Solenoid D Ctrl Circ / Open ;common;common;ESOBD
P2719; Press Ctrl Solenoid D Ctrl Circ Range/Perf ;common;common;ESOBD
P2720; Press Ctrl Solenoid D Ctrl Circ Low ;common;common;ESOBD
P2721; Press Ctrl Solenoid D Ctrl Circ High ;common;common;ESOBD
P2722; Press Ctrl Solenoid E ;common;common;ESOBD
P2723; Press Ctrl Solenoid E Perf or Stuck Off ;common;common;ESOBD
P2724; Press Ctrl Solenoid E Stuck On ;common;common;ESOBD
P2725; Press Ctrl Solenoid E Electrical ;common;common;ESOBD
P2726; Press Ctrl Solenoid E Interm ;common;common;ESOBD
P2727; Press Ctrl Solenoid E Ctrl Circ / Open ;common;common;ESOBD
P2728; Press Ctrl Solenoid E Ctrl Circ Range/Perf ;common;common;ESOBD
P2729; Press Ctrl Solenoid E Ctrl Circ Low ;common;common;ESOBD
P2730; Press Ctrl Solenoid E Ctrl Circ High ;common;common;ESOBD
P2731; Press Ctrl Solenoid F ;common;common;ESOBD
P2732; Press Ctrl Solenoid F Perf or Stuck Off ;common;common;ESOBD
P2733; Press Ctrl Solenoid F Stuck On ;common;common;ESOBD
P2734; Press Ctrl Solenoid F Electrical ;common;common;ESOBD
P2735; Press Ctrl Solenoid F Interm ;common;common;ESOBD
P2736; Press Ctrl Solenoid F Ctrl Circ/Open ;common;common;ESOBD
P2737; Press Ctrl Solenoid F Ctrl Circ Range/Perf ;common;common;ESOBD
P2738; Press Ctrl Solenoid F Ctrl Circ Low ;common;common;ESOBD
P2739; Press Ctrl Solenoid F Ctrl Circ High ;common;common;ESOBD
P2740; Trans Fluid Temp SensorB Circ ;common;common;ESOBD
